"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_002E","B08301_002M","B08301_003E","B08301_003M","B08301_004E","B08301_004M","B08301_005E","B08301_005M","B08301_006E","B08301_006M","B08301_007E","B08301_007M","B08301_008E","B08301_008M","B08301_009E","B08301_009M","B08301_010E","B08301_010M","B08301_011E","B08301_011M","B08301_012E","B08301_012M","B08301_013E","B08301_013M","B08301_014E","B08301_014M","B08301_015E","B08301_015M","B08301_016E","B08301_016M","B08301_017E","B08301_017M","B08301_018E","B08301_018M","B08301_019E","B08301_019M","B08301_020E","B08301_020M","B08301_021E","B08301_021M",
"1500000US250250502002","Block Group 2, Census Tract 502, Suffolk County, Massachusetts","652","220","200","110","169","90","31","36","11","17","0","12","20","31","0","12","0","12","375","185","6","10","12","18","347","189","10","15","0","12","9","14","0","12","0","12","42","34","7","11","19","29",
"1500000US250250502003","Block Group 3, Census Tract 502, Suffolk County, Massachusetts","257","174","96","72","18","20","78","70","52","56","26","41","0","12","0","12","0","12","140","130","30","48","0","12","73","92","37","58","0","12","0","12","0","12","0","12","21","33","0","12","0","12",
"1500000US250250502004","Block Group 4, Census Tract 502, Suffolk County, Massachusetts","785","347","240","151","171","100","69","71","69","71","0","12","0","12","0","12","0","12","438","225","17","22","0","12","412","225","9","14","0","12","0","12","0","12","0","12","74","78","0","12","33","49",
"1500000US250250503001","Block Group 1, Census Tract 503, Suffolk County, Massachusetts","306","132","42","38","42","38","0","12","0","12","0","12","0","12","0","12","0","12","223","100","7","9","0","12","216","98","0","12","0","12","0","12","0","12","0","12","30","28","0","12","11","19",
"1500000US250250503002","Block Group 2, Census Tract 503, Suffolk County, Massachusetts","415","109","140","60","99","56","41","41","41","41","0","12","0","12","0","12","0","12","214","81","22","34","18","24","174","83","0","12","0","12","0","12","0","12","0","12","51","38","0","12","10","14",
"1500000US250250504001","Block Group 1, Census Tract 504, Suffolk County, Massachusetts","539","192","133","69","103","58","30","39","30","39","0","12","0","12","0","12","0","12","366","143","6","9","0","12","360","143","0","12","0","12","0","12","0","12","0","12","28","47","0","12","12","21",
"1500000US250250504002","Block Group 2, Census Tract 504, Suffolk County, Massachusetts","850","237","275","97","198","77","77","73","53","65","24","26","0","12","0","12","0","12","516","179","101","113","0","12","407","136","8","12","0","12","0","12","0","12","0","12","47","36","0","12","12","12",
"1500000US250250505001","Block Group 1, Census Tract 505, Suffolk County, Massachusetts","1118","243","309","131","256","100","53","45","20","25","0","12","23","30","10","15","0","12","769","211","38","51","5","8","726","219","0","12","0","12","0","12","0","12","1","2","39","36","0","12","0","12",
"1500000US250250506001","Block Group 1, Census Tract 506, Suffolk County, Massachusetts","828","184","142","63","104","46","38","43","18","35","15","25","5","8","0","12","0","12","626","171","88","73","0","12","497","168","41","60","0","12","0","12","0","12","0","12","27","31","0","12","33","43",
"1500000US250250506002","Block Group 2, Census Tract 506, Suffolk County, Massachusetts","434","161","34","40","7","12","27","37","3","6","0","12","24","37","0","12","0","12","362","162","128","150","0","12","234","119","0","12","0","12","0","12","0","12","0","12","38","39","0","12","0","12",
"1500000US250250507001","Block Group 1, Census Tract 507, Suffolk County, Massachusetts","1400","305","484","184","372","157","112","89","104","87","8","14","0","12","0","12","0","12","832","227","172","92","0","12","643","208","17","26","0","12","0","12","0","12","0","12","84","93","0","12","0","12",
"1500000US250250507002","Block Group 2, Census Tract 507, Suffolk County, Massachusetts","676","238","122","95","70","59","52","67","9","15","0","12","0","12","43","66","0","12","531","207","148","100","0","12","383","175","0","12","0","12","0","12","0","12","0","12","23","40","0","12","0","12",
"1500000US250250507003","Block Group 3, Census Tract 507, Suffolk County, Massachusetts","752","254","171","110","97","66","74","60","58","53","0","12","0","12","16","27","0","12","505","201","43","50","0","12","462","186","0","12","0","12","0","12","0","12","0","12","63","71","0","12","13","20",
"1500000US250250509011","Block Group 1, Census Tract 509.01, Suffolk County, Massachusetts","1232","436","333","196","305","214","28","48","0","12","28","48","0","12","0","12","0","12","855","437","8","12","10","16","837","443","0","12","0","12","0","12","0","12","0","12","19","29","0","12","25","39",
"1500000US250250509012","Block Group 2, Census Tract 509.01, Suffolk County, Massachusetts","1034","283","417","145","311","118","106","62","52","48","29","33","25","41","0","12","0","12","525","198","0","12","8","12","517","198","0","12","0","12","17","19","0","12","0","12","36","60","0","12","39","38",
"1500000US250250509013","Block Group 3, Census Tract 509.01, Suffolk County, Massachusetts","475","226","272","141","213","121","59","75","59","75","0","12","0","12","0","12","0","12","193","128","94","97","0","12","89","89","10","16","0","12","0","12","0","12","0","12","10","15","0","12","0","12",
"1500000US250250510001","Block Group 1, Census Tract 510, Suffolk County, Massachusetts","1163","248","616","159","547","144","69","51","60","48","0","12","9","14","0","12","0","12","508","173","88","66","9","14","411","137","0","12","0","12","0","12","0","12","11","17","11","16","0","12","17","19",
"1500000US250250510002","Block Group 2, Census Tract 510, Suffolk County, Massachusetts","276","125","120","80","114","82","6","11","0","12","6","11","0","12","0","12","0","12","122","71","11","19","0","12","98","63","13","19","0","12","0","12","0","12","0","12","10","15","0","12","24","31",
"1500000US250250510003","Block Group 3, Census Tract 510, Suffolk County, Massachusetts","579","189","361","125","334","127","27","43","0","12","27","43","0","12","0","12","0","12","164","94","9","16","0","12","155","88","0","12","0","12","0","12","0","12","0","12","0","12","0","12","54","60",
"1500000US250250511011","Block Group 1, Census Tract 511.01, Suffolk County, Massachusetts","1101","476","492","247","262","124","230","201","73","112","43","67","114","114","0","12","0","12","546","289","75","84","0","12","471","273","0","12","0","12","0","12","0","12","0","12","52","88","0","12","11","18",
"1500000US250250511012","Block Group 2, Census Tract 511.01, Suffolk County, Massachusetts","831","274","358","193","334","191","24","37","24","37","0","12","0","12","0","12","0","12","409","233","118","90","0","12","291","194","0","12","0","12","0","12","0","12","0","12","32","48","0","12","32","51",
"1500000US250250511013","Block Group 3, Census Tract 511.01, Suffolk County, Massachusetts","931","428","382","236","351","233","31","38","16","28","15","24","0","12","0","12","0","12","476","299","29","41","0","12","447","286","0","12","0","12","0","12","0","12","0","12","0","12","32","46","41","60",
"1500000US250250511014","Block Group 4, Census Tract 511.01, Suffolk County, Massachusetts","745","333","320","197","306","198","14","21","14","21","0","12","0","12","0","12","0","12","414","279","0","12","0","12","414","279","0","12","0","12","0","12","0","12","0","12","11","19","0","12","0","12",
"1500000US250250512001","Block Group 1, Census Tract 512, Suffolk County, Massachusetts","27","42","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","27","42","0","12","0","12","27","42","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US250250512002","Block Group 2, Census Tract 512, Suffolk County, Massachusetts","844","201","251","133","205","107","46","52","20","23","20","45","6","14","0","12","0","12","478","150","38","58","0","12","440","136","0","12","0","12","13","19","0","12","39","53","56","57","0","12","7","11",
"1500000US250250512003","Block Group 3, Census Tract 512, Suffolk County, Massachusetts","484","135","214","92","178","85","36","47","36","47","0","12","0","12","0","12","0","12","219","102","0","12","0","12","219","102","0","12","0","12","0","12","0","12","0","12","7","12","0","12","44","49",
"1500000US250250601011","Block Group 1, Census Tract 601.01, Suffolk County, Massachusetts","781","250","483","143","340","118","143","87","78","66","65","69","0","12","0","12","0","12","246","138","203","144","0","12","43","50","0","12","0","12","0","12","0","12","0","12","46","37","0","12","6","12",
"1500000US250250601012","Block Group 2, Census Tract 601.01, Suffolk County, Massachusetts","365","112","175","66","175","66","0","12","0","12","0","12","0","12","0","12","0","12","183","79","148","77","0","12","35","31","0","12","0","12","0","12","0","12","0","12","7","12","0","12","0","12",
"1500000US250250601013","Block Group 3, Census Tract 601.01, Suffolk County, Massachusetts","756","152","362","100","362","100","0","12","0","12","0","12","0","12","0","12","0","12","287","98","235","96","0","12","52","44","0","12","0","12","0","12","0","12","0","12","40","47","0","12","67","49",
"1500000US250250601014","Block Group 4, Census Tract 601.01, Suffolk County, Massachusetts","492","131","251","92","235","90","16","17","9","13","7","11","0","12","0","12","0","12","205","102","188","98","0","12","17","26","0","12","0","12","0","12","0","12","0","12","8","12","0","12","28","27",
"1500000US250250602001","Block Group 1, Census Tract 602, Suffolk County, Massachusetts","552","130","274","89","251","86","23","38","23","38","0","12","0","12","0","12","0","12","262","103","252","103","0","12","10","16","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","23",
"1500000US250250602002","Block Group 2, Census Tract 602, Suffolk County, Massachusetts","653","196","390","143","305","139","85","45","73","48","12","20","0","12","0","12","0","12","231","138","225","137","0","12","6","11","0","12","0","12","12","19","0","12","0","12","20","21","0","12","0","12",
"1500000US250250603011","Block Group 1, Census Tract 603.01, Suffolk County, Massachusetts","820","232","377","132","358","125","19","29","19","29","0","12","0","12","0","12","0","12","381","172","311","161","0","12","70","83","0","12","0","12","0","12","0","12","12","20","0","12","0","12","50","61",
"1500000US250250603012","Block Group 2, Census Tract 603.01, Suffolk County, Massachusetts","657","246","385","214","294","134","91","97","91","97","0","12","0","12","0","12","0","12","225","97","214","98","0","12","11","17","0","12","0","12","8","13","0","12","0","12","29","26","0","12","10","16",
"1500000US250250603013","Block Group 3, Census Tract 603.01, Suffolk County, Massachusetts","599","144","305","106","274","104","31","30","31","30","0","12","0","12","0","12","0","12","237","89","186","69","7","12","44","38","0","12","0","12","0","12","0","12","19","23","24","37","0","12","14","22",
"1500000US250250604001","Block Group 1, Census Tract 604, Suffolk County, Massachusetts","638","210","257","119","218","117","39","47","39","47","0","12","0","12","0","12","0","12","180","85","142","83","0","12","38","39","0","12","0","12","0","12","0","12","140","159","22","32","0","12","39","37",
"1500000US250250604002","Block Group 2, Census Tract 604, Suffolk County, Massachusetts","1006","362","651","288","638","288","13","22","13","22","0","12","0","12","0","12","0","12","355","142","228","118","0","12","127","92","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12",
"1500000US250250604003","Block Group 3, Census Tract 604, Suffolk County, Massachusetts","654","327","385","131","348","127","37","44","37","44","0","12","0","12","0","12","0","12","256","222","256","222","0","12","0","12","0","12","0","12","0","12","0","12","0","12","13","21","0","12","0","12",
"1500000US250250604004","Block Group 4, Census Tract 604, Suffolk County, Massachusetts","573","186","275","125","167","82","108","97","52","41","56","88","0","12","0","12","0","12","263","128","124","67","0","12","139","113","0","12","0","12","0","12","0","12","12","20","23","38","0","12","0","12",
"1500000US250250604005","Block Group 5, Census Tract 604, Suffolk County, Massachusetts","283","97","205","73","180","65","25","31","25","31","0","12","0","12","0","12","0","12","33","40","33","40","0","12","0","12","0","12","0","12","0","12","0","12","0","12","33","41","0","12","12","20",
"1500000US250250605011","Block Group 1, Census Tract 605.01, Suffolk County, Massachusetts","505","115","292","76","234","71","58","46","46","44","0","12","12","19","0","12","0","12","119","51","113","47","0","12","6","10","0","12","0","12","0","12","0","12","9","14","46","38","31","36","8","13",
"1500000US250250605012","Block Group 2, Census Tract 605.01, Suffolk County, Massachusetts","633","148","380","122","341","118","39","38","39","38","0","12","0","12","0","12","0","12","183","98","174","96","0","12","9","14","0","12","0","12","0","12","0","12","0","12","36","31","20","32","14","16",
"1500000US250250605013","Block Group 3, Census Tract 605.01, Suffolk County, Massachusetts","535","199","287","150","218","102","69","83","69","83","0","12","0","12","0","12","0","12","166","75","105","50","0","12","61","56","0","12","0","12","0","12","0","12","34","41","28","21","7","11","13","15",
"1500000US250250605014","Block Group 4, Census Tract 605.01, Suffolk County, Massachusetts","618","258","292","183","285","182","7","11","7","11","0","12","0","12","0","12","0","12","297","189","281","189","0","12","16","13","0","12","0","12","0","12","0","12","0","12","29","36","0","12","0","12",
"1500000US250250605015","Block Group 5, Census Tract 605.01, Suffolk County, Massachusetts","461","115","210","83","192","81","18","30","18","30","0","12","0","12","0","12","0","12","133","61","54","40","3","6","67","54","9","13","0","12","23","29","0","12","0","12","83","60","0","12","12","19",
"1500000US250250606001","Block Group 1, Census Tract 606, Suffolk County, Massachusetts","1881","256","900","211","796","207","104","70","91","69","0","12","0","12","0","12","13","19","480","139","93","66","29","33","358","124","0","12","0","12","13","19","30","33","12","20","365","100","7","12","74","48",
"1500000US250250607001","Block Group 1, Census Tract 607, Suffolk County, Massachusetts","279","86","109","74","82","61","27","42","0","12","0","12","10","16","17","26","0","12","100","39","37","31","0","12","63","29","0","12","0","12","3","5","0","12","10","17","46","33","10","15","1","3",
"1500000US250250607002","Block Group 2, Census Tract 607, Suffolk County, Massachusetts","463","121","211","76","185","76","26","19","10","17","16","19","0","12","0","12","0","12","154","79","78","49","0","12","62","51","0","12","14","23","0","12","0","12","14","21","72","77","0","12","12","18",
"1500000US250250608001","Block Group 1, Census Tract 608, Suffolk County, Massachusetts","279","230","147","167","97","146","50","78","50","78","0","12","0","12","0","12","0","12","44","72","44","72","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","39","0","12","56","64",
"1500000US250250608002","Block Group 2, Census Tract 608, Suffolk County, Massachusetts","704","359","327","211","199","98","128","206","128","206","0","12","0","12","0","12","0","12","284","295","10","17","0","12","274","294","0","12","0","12","0","12","0","12","15","25","38","66","0","12","40","44",
"1500000US250250608003","Block Group 3, Census Tract 608, Suffolk County, Massachusetts","1288","540","567","329","567","329","0","12","0","12","0","12","0","12","0","12","0","12","454","174","244","163","0","12","210","122","0","12","0","12","29","48","0","12","0","12","224","246","0","12","14","22",
"1500000US250250608004","Block Group 4, Census Tract 608, Suffolk County, Massachusetts","1134","368","525","240","461","238","64","83","64","83","0","12","0","12","0","12","0","12","319","196","180","125","0","12","139","145","0","12","0","12","0","12","0","12","0","12","278","145","0","12","12","20",
"1500000US250250610001","Block Group 1, Census Tract 610, Suffolk County, Massachusetts","720","200","313","117","287","116","26","32","26","32","0","12","0","12","0","12","0","12","269","150","75","41","0","12","194","151","0","12","0","12","11","18","0","12","0","12","89","57","0","12","38","33",
"1500000US250250610002","Block Group 2, Census Tract 610, Suffolk County, Massachusetts","303","140","151","86","95","61","56","64","44","65","0","12","0","12","0","12","12","19","120","87","83","77","0","12","37","40","0","12","0","12","0","12","0","12","8","13","24","41","0","12","0","12",
"1500000US250250610003","Block Group 3, Census Tract 610, Suffolk County, Massachusetts","196","93","113","74","34","37","79","77","49","67","0","12","0","12","30","47","0","12","75","60","31","38","0","12","33","39","11","17","0","12","0","12","0","12","0","12","8","13","0","12","0","12",
"1500000US250250611011","Block Group 1, Census Tract 611.01, Suffolk County, Massachusetts","134","69","72","51","63","42","9","17","9","17","0","12","0","12","0","12","0","12","46","39","28","33","10","14","8","12","0","12","0","12","0","12","0","12","0","12","16","18","0","12","0","12",
"1500000US250250611012","Block Group 2, Census Tract 611.01, Suffolk County, Massachusetts","435","123","187","71","147","63","40","38","35","36","0","12","0","12","0","12","5","8","188","75","55","39","0","12","118","69","15","20","0","12","0","12","0","12","0","12","60","45","0","12","0","12",
"1500000US250250612001","Block Group 1, Census Tract 612, Suffolk County, Massachusetts","1355","266","696","223","677","224","19","23","19","23","0","12","0","12","0","12","0","12","351","151","65","61","6","11","280","147","0","12","0","12","9","14","0","12","19","30","227","89","0","12","53","35",
"1500000US250250612002","Block Group 2, Census Tract 612, Suffolk County, Massachusetts","420","137","121","76","121","76","0","12","0","12","0","12","0","12","0","12","0","12","261","102","34","40","0","12","227","105","0","12","0","12","0","12","0","12","0","12","38","60","0","12","0","12",
"1500000US250250612003","Block Group 3, Census Tract 612, Suffolk County, Massachusetts","682","213","327","114","275","91","52","81","52","81","0","12","0","12","0","12","0","12","290","130","37","40","0","12","253","128","0","12","0","12","0","12","0","12","0","12","40","53","0","12","25","26",
"1500000US250250701011","Block Group 1, Census Tract 701.01, Suffolk County, Massachusetts","584","214","133","73","132","72","1","12","1","12","0","12","0","12","0","12","0","12","21","32","0","12","21","32","0","12","0","12","0","12","0","12","0","12","23","35","358","198","0","12","49","55",
"1500000US250250701012","Block Group 2, Census Tract 701.01, Suffolk County, Massachusetts","121","82","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","121","82","0","12","0","12",
"1500000US250250701013","Block Group 3, Census Tract 701.01, Suffolk County, Massachusetts","298","126","46","59","8","14","38","56","38","56","0","12","0","12","0","12","0","12","114","94","9","16","0","12","105","95","0","12","0","12","0","12","0","12","18","28","73","50","47","67","0","12",
"1500000US250250701014","Block Group 4, Census Tract 701.01, Suffolk County, Massachusetts","1019","262","152","109","137","104","15","23","15","23","0","12","0","12","0","12","0","12","147","92","0","12","0","12","147","92","0","12","0","12","70","64","0","12","22","32","536","191","0","12","92","90",
"1500000US250250701015","Block Group 5, Census Tract 701.01, Suffolk County, Massachusetts","144","88","67","58","67","58","0","12","0","12","0","12","0","12","0","12","0","12","4","9","4","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","69","81","0","12","4","9",
"1500000US250250701016","Block Group 6, Census Tract 701.01, Suffolk County, Massachusetts","102","81","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","47","49","0","12","0","12","47","49","0","12","0","12","0","12","0","12","0","12","55","66","0","12","0","12",
"1500000US250250701017","Block Group 7, Census Tract 701.01, Suffolk County, Massachusetts","403","152","74","63","74","63","0","12","0","12","0","12","0","12","0","12","0","12","138","128","54","62","0","12","60","61","24","41","0","12","0","12","0","12","0","12","191","67","0","12","0","12",
"1500000US250250701018","Block Group 8, Census Tract 701.01, Suffolk County, Massachusetts","279","142","70","77","35","50","35","58","0","12","0","12","18","29","0","12","17","28","69","64","4","9","0","12","44","53","21","34","0","12","0","12","0","12","0","12","139","110","0","12","1","11",
"1500000US250250702001","Block Group 1, Census Tract 702, Suffolk County, Massachusetts","533","207","100","64","90","63","10","15","0","12","0","12","0","12","0","12","10","15","197","107","43","42","11","17","143","98","0","12","0","12","5","9","0","12","0","12","221","108","0","12","10","16",
"1500000US250250702002","Block Group 2, Census Tract 702, Suffolk County, Massachusetts","766","202","185","145","25","28","160","144","75","76","43","70","0","12","12","18","30","35","146","105","13","21","28","43","105","68","0","12","0","12","0","12","0","12","0","12","340","133","0","12","95","151",
"1500000US250250702003","Block Group 3, Census Tract 702, Suffolk County, Massachusetts","1015","252","182","91","84","51","98","67","11","20","79","58","0","12","8","13","0","12","158","102","9","19","36","59","113","74","0","12","0","12","0","12","0","12","0","12","568","182","0","12","107","117",
"1500000US250250703001","Block Group 1, Census Tract 703, Suffolk County, Massachusetts","465","165","168","116","168","116","0","12","0","12","0","12","0","12","0","12","0","12","60","56","0","12","0","12","50","53","10","16","0","12","0","12","0","12","0","12","206","116","0","12","31","35",
"1500000US250250703002","Block Group 2, Census Tract 703, Suffolk County, Massachusetts","729","218","139","95","139","95","0","12","0","12","0","12","0","12","0","12","0","12","169","123","72","77","51","81","46","66","0","12","0","12","13","21","0","12","33","41","375","146","0","12","0","12",
"1500000US250250703003","Block Group 3, Census Tract 703, Suffolk County, Massachusetts","610","160","134","74","122","76","12","18","12","18","0","12","0","12","0","12","0","12","342","145","12","19","11","19","202","114","117","94","0","12","0","12","0","12","13","21","66","59","22","33","33","37",
"1500000US250250703004","Block Group 4, Census Tract 703, Suffolk County, Massachusetts","932","179","393","155","339","151","54","55","39","48","15","24","0","12","0","12","0","12","197","95","61","51","0","12","136","81","0","12","0","12","0","12","0","12","36","56","262","103","28","31","16","27",
"1500000US250250704021","Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts","451","83","249","67","153","50","96","57","57","49","5","8","5","9","29","30","0","12","110","48","47","40","0","12","53","28","10","12","0","12","0","12","0","12","9","15","76","35","2","4","5","8",
"1500000US250250705001","Block Group 1, Census Tract 705, Suffolk County, Massachusetts","1439","289","455","183","443","177","12","35","0","12","12","35","0","12","0","12","0","12","300","136","127","108","0","12","138","83","35","45","0","12","0","12","0","12","105","98","484","156","0","12","95","74",
"1500000US250250705002","Block Group 2, Census Tract 705, Suffolk County, Massachusetts","540","232","120","65","99","58","21","33","0","12","21","33","0","12","0","12","0","12","185","133","68","84","0","12","117","113","0","12","0","12","0","12","0","12","23","36","212","162","0","12","0","12",
"1500000US250250705003","Block Group 3, Census Tract 705, Suffolk County, Massachusetts","794","195","287","102","273","99","14","21","0","12","14","21","0","12","0","12","0","12","255","125","116","80","0","12","119","83","20","31","0","12","0","12","0","12","17","22","224","95","0","12","11","20",
"1500000US250250705004","Block Group 4, Census Tract 705, Suffolk County, Massachusetts","662","182","228","115","228","115","0","12","0","12","0","12","0","12","0","12","0","12","221","115","93","71","0","12","44","50","84","66","0","12","0","12","0","12","0","12","194","101","19","34","0","12",
"1500000US250250706001","Block Group 1, Census Tract 706, Suffolk County, Massachusetts","728","152","180","62","156","57","24","24","14","18","10","17","0","12","0","12","0","12","194","74","14","17","0","12","145","62","35","33","0","12","0","12","0","12","26","27","278","135","0","12","50","35",
"1500000US250250706002","Block Group 2, Census Tract 706, Suffolk County, Massachusetts","849","153","201","74","185","72","16","27","16","27","0","12","0","12","0","12","0","12","241","85","33","30","0","12","208","82","0","12","0","12","0","12","0","12","0","12","307","99","10","15","90","75",
"1500000US250250707001","Block Group 1, Census Tract 707, Suffolk County, Massachusetts","797","175","181","79","181","79","0","12","0","12","0","12","0","12","0","12","0","12","307","110","136","69","0","12","131","74","40","46","0","12","0","12","0","12","0","12","279","120","0","12","30","28",
"1500000US250250707002","Block Group 2, Census Tract 707, Suffolk County, Massachusetts","837","157","235","88","216","88","19","24","19","24","0","12","0","12","0","12","0","12","229","87","7","12","0","12","212","83","10","16","0","12","0","12","0","12","31","29","324","114","11","17","7","13",
"1500000US250250708001","Block Group 1, Census Tract 708, Suffolk County, Massachusetts","1193","252","208","98","208","98","0","12","0","12","0","12","0","12","0","12","0","12","524","281","252","223","12","19","260","173","0","12","0","12","0","12","0","12","0","12","390","138","0","12","71","76",
"1500000US250250708002","Block Group 2, Census Tract 708, Suffolk County, Massachusetts","868","484","191","120","191","120","0","12","0","12","0","12","0","12","0","12","0","12","407","276","241","249","0","12","151","105","15","24","0","12","0","12","0","12","0","12","270","167","0","12","0","12",
"1500000US250250708003","Block Group 3, Census Tract 708, Suffolk County, Massachusetts","558","147","202","86","134","82","68","60","29","46","22","36","0","12","0","12","17","27","219","100","75","72","0","12","128","64","16","24","0","12","0","12","0","12","37","60","88","70","0","12","12","20",
"1500000US250250709001","Block Group 1, Census Tract 709, Suffolk County, Massachusetts","1501","194","516","128","465","120","51","50","27","31","24","38","0","12","0","12","0","12","371","109","173","77","0","12","198","83","0","12","0","12","16","26","0","12","104","53","440","131","12","19","42","36",
"1500000US250250709002","Block Group 2, Census Tract 709, Suffolk County, Massachusetts","463","166","142","80","142","80","0","12","0","12","0","12","0","12","0","12","0","12","186","116","144","116","0","12","42","32","0","12","0","12","0","12","8","13","11","17","84","53","32","49","0","12",
"1500000US250250711011","Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts","700","149","245","108","229","98","16","28","16","28","0","12","0","12","0","12","0","12","248","119","137","80","0","12","111","81","0","12","0","12","0","12","0","12","0","12","172","76","0","12","35","38",
"1500000US250250711012","Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts","910","350","264","82","206","76","58","53","36","39","22","33","0","12","0","12","0","12","444","293","352","281","0","12","92","90","0","12","0","12","0","12","0","12","79","109","123","85","0","12","0","12",
"1500000US250250711013","Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts","410","130","155","105","155","105","0","12","0","12","0","12","0","12","0","12","0","12","166","120","140","113","0","12","26","43","0","12","0","12","0","12","0","12","0","12","89","86","0","12","0","12",
"1500000US250250712011","Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts","1040","182","449","139","332","85","117","145","93","135","4","9","0","12","10","20","10","20","175","84","102","67","0","12","65","49","8","14","0","12","0","12","0","12","8","14","358","136","4","14","46","34",
"1500000US250250712012","Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts","325","89","81","59","72","60","9","15","9","15","0","12","0","12","0","12","0","12","139","79","94","63","0","12","45","46","0","12","0","12","0","12","0","12","24","30","44","32","0","12","37","45",
"1500000US250250801001","Block Group 1, Census Tract 801, Suffolk County, Massachusetts","377","120","219","94","211","94","8","10","8","10","0","12","0","12","0","12","0","12","62","39","49","37","0","12","0","12","13","16","0","12","0","12","0","12","19","25","49","37","16","24","12","28",
"1500000US250250801002","Block Group 2, Census Tract 801, Suffolk County, Massachusetts","360","125","206","95","188","94","18","28","0","12","18","28","0","12","0","12","0","12","69","55","61","57","0","12","8","15","0","12","0","12","0","12","0","12","51","39","34","37","0","12","0","12",
"1500000US250250803001","Block Group 1, Census Tract 803, Suffolk County, Massachusetts","548","181","215","102","140","74","75","44","70","44","0","12","5","11","0","12","0","12","216","69","189","61","0","12","9","14","18","22","0","12","0","12","0","12","20","25","97","53","0","12","0","12",
"1500000US250250804011","Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts","513","141","141","74","141","74","0","12","0","12","0","12","0","12","0","12","0","12","232","93","217","85","0","12","15","23","0","12","0","12","0","12","0","12","0","12","140","74","0","12","0","12",
"1500000US250250804012","Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts","402","123","93","61","87","60","6","9","6","9","0","12","0","12","0","12","0","12","243","120","186","99","0","12","57","52","0","12","0","12","0","12","0","12","0","12","66","60","0","12","0","12",
"1500000US250250805001","Block Group 1, Census Tract 805, Suffolk County, Massachusetts","374","145","73","63","73","63","0","12","0","12","0","12","0","12","0","12","0","12","237","115","120","64","20","30","97","74","0","12","0","12","0","12","0","12","0","12","64","49","0","12","0","12",
"1500000US250250805002","Block Group 2, Census Tract 805, Suffolk County, Massachusetts","641","152","340","145","304","146","36","41","13","21","23","35","0","12","0","12","0","12","271","134","195","131","29","48","19","26","28","44","0","12","0","12","0","12","0","12","30","38","0","12","0","12",
"1500000US250250806011","Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts","1310","279","163","93","129","78","34","38","21","29","0","12","13","25","0","12","0","12","525","199","231","132","0","12","294","134","0","12","0","12","0","12","0","12","11","15","590","204","0","12","21","27",
"1500000US250250806012","Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts","131","83","40","38","29","26","11","17","11","17","0","12","0","12","0","12","0","12","44","34","29","25","0","12","15","23","0","12","0","12","0","12","0","12","0","12","36","29","0","12","11","17",
"1500000US250250806013","Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts","165","77","54","33","31","27","23","36","23","36","0","12","0","12","0","12","0","12","106","61","62","53","0","12","44","41","0","12","0","12","0","12","0","12","0","12","5","9","0","12","0","12",
"1500000US250250808011","Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts","693","190","144","77","98","59","46","58","0","12","39","58","7","14","0","12","0","12","156","94","117","87","10","19","29","31","0","12","0","12","22","32","0","12","0","12","351","106","0","12","20","30",
"1500000US250250808012","Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts","643","193","146","80","131","77","15","24","15","24","0","12","0","12","0","12","0","12","248","101","113","59","0","12","122","75","13","21","0","12","10","16","0","12","15","28","198","97","0","12","26","36",
"1500000US250250809001","Block Group 1, Census Tract 809, Suffolk County, Massachusetts","511","118","99","50","36","33","63","32","55","31","0","12","0","12","8","13","0","12","159","70","69","44","38","36","52","33","0","12","0","12","0","12","0","12","29","33","224","78","0","12","0","12",
"1500000US250250809002","Block Group 2, Census Tract 809, Suffolk County, Massachusetts","789","272","212","146","175","110","37","55","37","55","0","12","0","12","0","12","0","12","295","152","114","91","0","12","181","108","0","12","0","12","0","12","0","12","40","47","203","111","0","12","39","47",
"1500000US250250809003","Block Group 3, Census Tract 809, Suffolk County, Massachusetts","744","353","85","56","68","46","17","27","17","27","0","12","0","12","0","12","0","12","302","245","95","85","0","12","207","183","0","12","0","12","0","12","0","12","132","160","225","158","0","12","0","12",
