Geography,Total Estimate,Total Margin of Error,Estimate - 12 00 a.m. to 4 59 a.m.,Margin of Error - 12 00 a.m. to 4 59 a.m.,Estimate - 5 00 a.m. to 5 29 a.m.,Margin of Error - 5 00 a.m. to 5 29 a.m.,Estimate - 5 30 a.m. to 5 59 a.m.,Margin of Error - 5 30 a.m. to 5 59 a.m.,Estimate - 6 00 a.m. to 6 29 a.m.,Margin of Error - 6 00 a.m. to 6 29 a.m.,Estimate - 6 30 a.m. to 6 59 a.m.,Margin of Error - 6 30 a.m. to 6 59 a.m.,Estimate - 7 00 a.m. to 7 29 a.m.,Margin of Error - 7 00 a.m. to 7 29 a.m.,Estimate - 7 30 a.m. to 7 59 a.m.,Margin of Error - 7 30 a.m. to 7 59 a.m.,Estimate - 8 00 a.m. to 8 29 a.m.,Margin of Error - 8 00 a.m. to 8 29 a.m.,Estimate - 8 30 a.m. to 8 59 a.m.,Margin of Error - 8 30 a.m. to 8 59 a.m.,Estimate - 9 00 a.m. to 9 59 a.m.,Margin of Error - 9 00 a.m. to 9 59 a.m.,Estimate - 10 00 a.m. to 10 59 a.m.,Margin of Error - 10 00 a.m. to 10 59 a.m.,Estimate - 11 00 a.m. to 11 59 a.m.,Margin of Error - 11 00 a.m. to 11 59 a.m.,Estimate - 12 00 p.m. to 3 59 p.m.,Margin of Error - 12 00 p.m. to 3 59 p.m.,Estimate - 4 00 p.m. to 11 59 p.m.,Margin of Error - 4 00 p.m. to 11 59 p.m.,Block Group,Census Tract,County,State
1500000US250250001001,970,257,29,37,0,12,26,36,0,12,21,23,149,114,183,90,229,125,100,96,175,125,0,12,0,12,58,53,0,12,1,1,Suffolk County,Massachusetts
1500000US250250001002,689,196,0,12,28,35,72,80,28,47,9,14,70,75,93,48,124,63,20,21,34,33,96,71,19,24,68,43,28,34,2,1,Suffolk County,Massachusetts
1500000US250250001003,369,138,0,12,0,12,4,9,9,14,33,35,10,13,73,48,36,33,19,21,61,40,55,49,20,21,49,35,0,12,3,1,Suffolk County,Massachusetts
1500000US250250001004,685,235,9,13,0,12,26,43,61,66,20,32,191,124,106,58,84,58,38,38,43,45,47,36,0,12,0,12,60,54,4,1,Suffolk County,Massachusetts
1500000US250250002011,707,167,16,18,0,12,34,37,46,37,41,43,253,113,78,56,93,51,8,12,67,47,9,14,0,12,10,12,52,43,1,2.01,Suffolk County,Massachusetts
1500000US250250002012,514,191,0,12,14,16,0,12,36,35,29,26,110,76,43,51,43,48,98,104,78,63,16,20,0,12,20,22,27,34,2,2.01,Suffolk County,Massachusetts
1500000US250250002013,853,185,11,18,18,26,0,12,11,13,95,52,175,77,80,44,184,83,38,39,71,54,37,24,9,16,94,66,30,35,3,2.01,Suffolk County,Massachusetts
1500000US250250002014,443,137,0,12,22,25,0,12,34,35,78,52,26,19,45,34,126,54,27,25,22,20,15,17,0,12,22,26,26,45,4,2.01,Suffolk County,Massachusetts
1500000US250250002021,765,193,26,40,0,12,0,12,49,36,30,33,148,65,164,80,142,73,37,27,58,48,51,47,6,12,21,25,33,38,1,2.02,Suffolk County,Massachusetts
1500000US250250002022,774,195,0,12,9,14,30,38,31,27,6,10,89,59,99,62,177,97,80,56,130,68,28,26,0,12,11,18,84,53,2,2.02,Suffolk County,Massachusetts
1500000US250250002023,436,144,0,12,0,12,0,12,40,34,18,23,122,73,50,35,114,66,19,31,38,43,24,35,0,12,7,17,4,10,3,2.02,Suffolk County,Massachusetts
1500000US250250002024,194,90,0,12,0,12,0,12,12,19,34,32,4,7,21,30,48,36,6,9,6,10,0,12,23,33,27,43,13,20,4,2.02,Suffolk County,Massachusetts
1500000US250250003011,414,153,0,12,22,26,54,61,34,34,26,29,28,26,11,17,76,65,83,96,29,28,0,12,0,12,11,18,40,33,1,3.01,Suffolk County,Massachusetts
1500000US250250003012,605,198,0,12,0,12,13,20,82,73,29,34,57,36,41,27,204,106,52,40,26,28,15,23,0,12,30,48,56,48,2,3.01,Suffolk County,Massachusetts
1500000US250250003013,390,193,0,12,0,12,0,12,13,20,42,68,74,72,50,30,101,67,57,61,0,12,0,12,0,12,30,34,23,35,3,3.01,Suffolk County,Massachusetts
1500000US250250003014,327,104,0,12,9,14,9,14,9,14,12,19,15,17,40,24,138,103,39,34,12,19,16,18,0,12,19,32,9,14,4,3.01,Suffolk County,Massachusetts
1500000US250250003021,986,239,20,23,0,12,35,36,136,105,104,104,82,56,158,76,206,109,66,61,73,43,0,12,8,12,65,85,33,37,1,3.02,Suffolk County,Massachusetts
1500000US250250003022,835,217,24,37,0,12,0,12,49,36,62,45,159,84,137,78,120,71,108,49,73,51,24,31,0,12,19,17,60,56,2,3.02,Suffolk County,Massachusetts
1500000US250250004011,816,199,34,38,0,12,0,12,110,69,78,72,146,92,105,75,141,91,66,52,46,38,15,23,0,12,35,38,40,40,1,4.01,Suffolk County,Massachusetts
1500000US250250004012,658,267,9,14,14,23,0,12,15,25,7,12,72,83,112,72,93,48,77,84,103,87,52,62,9,15,24,38,71,98,2,4.01,Suffolk County,Massachusetts
1500000US250250004013,654,191,12,19,0,12,0,12,55,40,27,44,50,36,109,95,222,84,39,35,51,49,0,12,0,12,13,21,76,64,3,4.01,Suffolk County,Massachusetts
1500000US250250004014,566,206,0,12,0,12,16,23,22,32,43,48,112,101,50,54,159,91,24,28,28,31,0,12,55,65,35,40,22,34,4,4.01,Suffolk County,Massachusetts
1500000US250250004021,631,148,0,12,0,12,0,12,4,6,15,17,94,50,61,48,89,44,117,69,32,21,60,38,0,12,105,67,54,49,1,4.02,Suffolk County,Massachusetts
1500000US250250004022,442,141,0,12,18,21,0,12,5,15,19,18,84,47,94,79,135,70,24,26,12,28,6,12,8,8,20,22,17,19,2,4.02,Suffolk County,Massachusetts
1500000US250250004023,844,188,0,12,0,12,41,39,78,69,93,73,117,64,132,64,145,71,68,58,126,107,22,33,0,12,22,24,0,12,3,4.02,Suffolk County,Massachusetts
1500000US250250005021,565,88,0,12,0,12,17,18,41,57,11,16,110,33,98,51,110,58,46,50,96,49,4,7,0,12,23,22,9,12,1,5.02,Suffolk County,Massachusetts
1500000US250250005022,514,120,0,12,12,12,20,19,17,18,28,23,79,48,79,39,99,52,21,33,38,29,11,17,56,76,39,49,15,18,2,5.02,Suffolk County,Massachusetts
1500000US250250005023,803,123,0,12,0,12,9,15,6,12,60,32,91,46,115,48,172,58,82,37,106,57,20,22,16,18,65,41,61,35,3,5.02,Suffolk County,Massachusetts
1500000US250250005024,1154,212,0,12,0,12,0,12,19,26,12,24,21,32,60,56,42,42,54,46,82,64,100,63,43,38,503,147,218,84,4,5.02,Suffolk County,Massachusetts
1500000US250250005031,543,113,12,18,39,45,0,12,18,24,53,43,95,56,176,105,68,37,53,47,5,8,0,12,0,12,19,22,5,7,1,5.03,Suffolk County,Massachusetts
1500000US250250005032,847,123,12,16,0,12,0,12,8,11,66,48,136,72,80,40,185,58,97,44,125,70,64,49,9,9,34,24,31,33,2,5.03,Suffolk County,Massachusetts
1500000US250250005041,589,215,0,12,0,12,0,12,48,35,14,22,95,73,124,110,146,128,32,39,75,59,24,37,0,12,31,36,0,12,1,5.04,Suffolk County,Massachusetts
1500000US250250005042,539,144,0,12,0,12,0,12,0,12,11,19,18,31,81,55,160,90,105,73,41,46,19,31,0,12,18,29,86,95,2,5.04,Suffolk County,Massachusetts
1500000US250250005043,897,232,0,12,0,12,14,24,49,60,43,51,78,74,163,91,155,91,148,78,182,142,40,46,18,28,7,11,0,12,3,5.04,Suffolk County,Massachusetts
1500000US250250005044,313,179,26,42,0,12,0,12,64,102,20,36,46,72,26,42,46,53,26,28,38,43,21,34,0,12,0,12,0,12,4,5.04,Suffolk County,Massachusetts
1500000US250250006011,325,158,0,12,0,12,10,15,15,35,6,11,29,34,85,59,74,72,49,45,31,23,0,12,8,13,18,18,0,12,1,6.01,Suffolk County,Massachusetts
1500000US250250006012,849,226,13,21,0,12,29,28,51,36,33,27,199,116,154,68,104,64,94,46,26,31,25,29,22,34,43,33,56,37,2,6.01,Suffolk County,Massachusetts
1500000US250250006013,385,122,26,34,9,13,0,12,5,9,43,40,40,29,103,50,100,58,23,23,18,21,0,12,9,14,0,12,9,15,3,6.01,Suffolk County,Massachusetts
1500000US250250006014,740,167,0,12,20,28,36,30,65,56,54,40,84,46,91,49,75,44,54,54,85,71,32,27,8,13,51,38,85,56,4,6.01,Suffolk County,Massachusetts
1500000US250250006021,940,225,14,17,9,16,0,12,47,43,126,87,190,95,137,87,92,80,62,59,50,47,73,52,30,34,39,55,71,53,1,6.02,Suffolk County,Massachusetts
1500000US250250006022,529,192,0,12,0,12,0,12,0,12,49,70,82,55,124,65,73,48,28,37,59,52,26,27,0,12,66,46,22,23,2,6.02,Suffolk County,Massachusetts
1500000US250250006023,751,236,0,12,47,54,0,12,15,23,33,38,45,37,122,79,212,156,118,116,112,87,0,12,0,12,22,34,25,24,3,6.02,Suffolk County,Massachusetts
1500000US250250007011,531,254,16,21,18,29,0,12,0,12,47,53,28,24,42,50,204,184,37,33,18,28,57,72,0,12,54,50,10,15,1,7.01,Suffolk County,Massachusetts
1500000US250250007012,198,196,0,12,44,68,0,12,0,12,0,12,21,33,42,66,55,55,9,13,27,43,0,12,0,12,0,12,0,12,2,7.01,Suffolk County,Massachusetts
1500000US250250007013,368,210,0,12,14,22,0,12,7,12,37,59,13,21,181,217,74,62,0,12,0,12,0,12,0,12,35,56,7,11,3,7.01,Suffolk County,Massachusetts
1500000US250250007014,475,207,0,12,0,12,0,12,83,131,13,22,62,46,142,105,75,65,95,87,5,11,0,12,0,12,0,12,0,12,4,7.01,Suffolk County,Massachusetts
1500000US250250007015,1247,387,0,12,0,12,21,26,104,124,132,77,176,89,77,55,234,136,215,148,198,130,16,26,0,12,56,82,18,20,5,7.01,Suffolk County,Massachusetts
1500000US250250007031,515,101,0,12,15,16,4,6,63,36,32,41,36,30,26,22,88,44,73,42,60,35,25,20,0,12,48,37,45,26,1,7.03,Suffolk County,Massachusetts
1500000US250250007032,545,126,14,16,0,12,0,12,17,15,0,12,81,60,93,45,92,45,105,55,64,47,16,16,16,20,26,26,21,18,2,7.03,Suffolk County,Massachusetts
1500000US250250007041,1116,290,0,12,0,12,13,21,40,40,17,21,374,158,40,44,114,65,221,136,132,76,32,48,0,12,103,70,30,40,1,7.04,Suffolk County,Massachusetts
1500000US250250007042,454,144,16,24,0,12,0,12,5,27,16,26,69,52,54,39,35,43,15,17,166,93,24,35,0,12,5,9,49,51,2,7.04,Suffolk County,Massachusetts
1500000US250250007043,709,217,0,12,0,12,12,19,0,12,67,60,117,80,185,152,114,83,36,31,58,40,19,32,14,24,69,74,18,28,3,7.04,Suffolk County,Massachusetts
1500000US250250007044,481,131,0,12,54,80,18,25,0,12,0,12,0,12,46,42,157,139,26,43,89,81,6,9,0,12,31,38,54,71,4,7.04,Suffolk County,Massachusetts
1500000US250250008021,613,242,15,26,0,12,0,12,0,12,31,38,91,87,47,48,103,70,40,47,49,66,71,69,18,28,127,82,21,33,1,8.02,Suffolk County,Massachusetts
1500000US250250008022,963,351,0,12,0,12,12,20,16,25,56,54,181,95,136,81,135,91,60,47,178,178,0,12,0,12,98,99,91,67,2,8.02,Suffolk County,Massachusetts
1500000US250250008023,291,134,0,12,0,12,0,12,13,22,20,32,65,72,50,45,76,67,27,33,27,32,13,22,0,12,0,12,0,12,3,8.02,Suffolk County,Massachusetts
1500000US250250008024,1046,314,0,12,0,12,0,12,16,26,95,66,279,202,65,66,236,112,143,84,68,57,17,29,0,12,59,48,68,72,4,8.02,Suffolk County,Massachusetts
1500000US250250008025,878,231,0,12,17,27,0,12,52,42,68,62,79,59,57,43,115,67,85,54,113,81,58,61,53,60,79,53,102,93,5,8.02,Suffolk County,Massachusetts
1500000US250250008031,458,123,0,12,0,12,0,12,7,14,28,27,79,65,61,29,71,43,14,14,82,80,11,16,20,41,57,25,28,23,1,8.03,Suffolk County,Massachusetts
1500000US250250008032,1391,350,0,12,0,12,28,43,0,12,39,39,33,45,29,40,83,100,131,76,134,103,84,72,126,80,352,134,352,165,2,8.03,Suffolk County,Massachusetts
1500000US250250101031,422,166,0,12,0,12,0,12,13,20,7,11,61,46,42,30,69,37,20,21,79,63,0,12,0,12,40,35,91,71,1,101.03,Suffolk County,Massachusetts
1500000US250250101032,337,124,0,12,14,28,0,12,0,12,0,12,12,18,20,29,22,34,5,7,42,42,18,23,59,76,77,48,68,65,2,101.03,Suffolk County,Massachusetts
1500000US250250101033,583,133,8,10,0,12,18,25,11,18,0,12,38,33,92,71,44,26,23,19,29,22,38,29,26,19,165,68,91,42,3,101.03,Suffolk County,Massachusetts
1500000US250250101041,620,141,40,45,0,12,6,13,44,40,12,14,100,59,136,68,119,74,66,42,37,32,17,17,0,12,24,24,19,23,1,101.04,Suffolk County,Massachusetts
1500000US250250101042,1341,232,51,56,0,12,27,39,63,53,56,36,74,51,120,61,150,73,166,68,189,96,47,45,41,42,229,108,128,74,2,101.04,Suffolk County,Massachusetts
1500000US250250101043,614,185,0,12,0,12,10,18,28,37,11,14,80,48,108,71,98,63,33,29,75,55,13,19,13,17,73,52,72,92,3,101.04,Suffolk County,Massachusetts
1500000US250250102031,402,172,0,12,0,12,0,12,0,12,20,30,22,28,87,86,82,56,73,56,51,77,10,16,38,44,0,12,19,30,1,102.03,Suffolk County,Massachusetts
1500000US250250102032,910,183,11,18,0,12,52,48,0,12,66,48,81,49,97,71,156,88,182,104,168,89,39,38,39,35,0,12,19,24,2,102.03,Suffolk County,Massachusetts
1500000US250250102033,944,203,0,12,0,12,48,42,58,49,78,93,40,43,185,121,169,94,98,67,77,64,36,28,6,14,9,16,140,121,3,102.03,Suffolk County,Massachusetts
1500000US250250102034,217,109,0,12,0,12,0,12,24,28,0,12,58,57,7,11,21,34,74,73,0,12,0,12,0,12,16,26,17,28,4,102.03,Suffolk County,Massachusetts
1500000US250250102041,521,150,16,26,10,15,0,12,9,14,0,12,15,24,36,29,73,51,69,49,75,64,38,39,37,24,100,46,43,27,1,102.04,Suffolk County,Massachusetts
1500000US250250102042,662,186,11,22,0,12,9,14,4,9,19,26,104,64,66,52,60,39,96,48,35,30,39,28,36,27,101,62,82,55,2,102.04,Suffolk County,Massachusetts
1500000US250250102043,378,104,0,12,12,13,10,15,0,12,0,12,73,61,22,22,73,50,46,32,49,43,30,44,0,12,35,27,28,28,3,102.04,Suffolk County,Massachusetts
1500000US250250103001,491,110,0,12,0,12,0,12,14,15,44,24,25,29,45,43,42,34,13,19,72,51,24,22,20,18,111,51,81,40,1,103,Suffolk County,Massachusetts
1500000US250250103002,1792,243,5,12,3,4,24,35,16,24,60,36,52,43,60,41,160,78,174,98,114,56,146,70,121,63,520,161,337,93,2,103,Suffolk County,Massachusetts
1500000US250250104031,322,116,0,12,0,12,0,12,0,12,106,68,12,18,58,67,22,34,65,60,28,44,0,12,0,12,17,26,14,23,1,104.03,Suffolk County,Massachusetts
1500000US250250104032,506,129,30,44,32,46,0,12,20,33,8,12,30,29,29,34,138,84,17,28,62,60,19,29,0,12,33,35,88,74,2,104.03,Suffolk County,Massachusetts
1500000US250250104033,628,167,9,18,35,56,0,12,90,92,0,12,100,66,35,37,84,61,128,107,39,43,0,12,0,12,0,12,108,115,3,104.03,Suffolk County,Massachusetts
1500000US250250104041,944,173,18,30,0,12,9,16,33,29,58,46,43,31,85,56,381,156,79,61,17,13,101,54,7,10,55,37,58,32,1,104.04,Suffolk County,Massachusetts
1500000US250250104042,576,180,4,8,0,12,0,12,21,19,0,12,17,27,27,23,81,59,29,34,128,60,26,24,48,37,122,60,73,42,2,104.04,Suffolk County,Massachusetts
1500000US250250104043,533,133,0,12,10,19,0,12,13,19,4,6,37,31,57,63,66,40,29,29,49,41,14,17,16,24,113,63,125,85,3,104.04,Suffolk County,Massachusetts
1500000US250250104051,1381,213,20,24,9,19,32,38,21,24,7,14,117,54,191,101,213,79,111,55,110,63,63,49,44,37,218,95,225,71,1,104.05,Suffolk County,Massachusetts
1500000US250250104052,1002,139,7,14,0,12,9,13,65,45,27,21,41,33,37,36,203,79,78,36,57,31,95,54,65,35,171,60,147,57,2,104.05,Suffolk County,Massachusetts
1500000US250250104053,244,114,6,12,6,12,0,12,0,12,69,65,16,21,11,12,26,41,10,21,49,28,6,11,15,15,14,15,16,11,3,104.05,Suffolk County,Massachusetts
1500000US250250104081,1006,98,5,9,5,7,36,35,64,41,48,23,100,39,225,51,185,58,152,43,82,32,36,21,6,8,38,28,24,17,1,104.08,Suffolk County,Massachusetts
1500000US250250105001,359,144,0,12,0,12,0,12,0,12,4,6,100,99,30,34,70,47,63,48,17,27,15,17,11,19,41,40,8,12,1,105,Suffolk County,Massachusetts
1500000US250250105002,519,156,0,12,0,12,8,13,0,12,20,25,119,71,69,56,117,87,37,32,95,64,28,45,8,13,9,13,9,13,2,105,Suffolk County,Massachusetts
1500000US250250105003,675,140,0,12,9,17,16,19,71,49,26,23,80,57,135,61,137,70,90,59,31,24,10,16,24,35,14,21,32,26,3,105,Suffolk County,Massachusetts
1500000US250250106001,1220,238,0,12,13,19,0,12,0,12,79,66,128,67,122,76,270,103,342,144,167,94,22,25,11,19,9,13,57,84,1,106,Suffolk County,Massachusetts
1500000US250250106002,534,187,17,28,0,12,0,12,20,30,20,23,109,61,25,27,112,76,52,45,159,136,12,20,0,12,8,13,0,12,2,106,Suffolk County,Massachusetts
1500000US250250107011,704,134,0,12,7,14,10,20,25,42,0,12,90,72,70,42,195,69,93,52,52,32,43,38,33,33,46,59,40,33,1,107.01,Suffolk County,Massachusetts
1500000US250250107012,506,116,0,12,8,12,11,18,39,30,10,15,56,46,98,52,89,52,119,59,51,48,7,12,0,12,15,18,3,7,2,107.01,Suffolk County,Massachusetts
1500000US250250107013,548,128,17,25,14,21,7,11,11,15,29,25,29,26,40,29,91,45,86,46,95,61,42,41,12,19,6,10,69,62,3,107.01,Suffolk County,Massachusetts
1500000US250250107021,603,139,14,23,0,12,0,12,28,35,11,17,44,35,99,56,187,74,89,53,79,44,27,32,0,12,25,33,0,12,1,107.02,Suffolk County,Massachusetts
1500000US250250107022,545,110,0,12,0,12,0,12,0,12,24,21,28,32,105,68,130,66,61,40,62,38,25,21,9,17,45,43,56,27,2,107.02,Suffolk County,Massachusetts
1500000US250250107023,477,114,0,12,0,12,8,12,10,17,13,19,86,42,106,53,72,48,85,51,42,27,24,24,23,31,8,11,0,12,3,107.02,Suffolk County,Massachusetts
1500000US250250108011,421,136,5,8,5,10,0,12,35,33,34,47,59,40,46,51,91,61,32,26,34,33,4,9,10,15,48,39,18,22,1,108.01,Suffolk County,Massachusetts
1500000US250250108012,744,156,0,12,0,12,2,4,31,30,25,31,194,86,147,63,112,64,97,63,67,42,45,32,0,12,24,36,0,12,2,108.01,Suffolk County,Massachusetts
1500000US250250108013,595,123,0,12,11,17,0,12,35,39,56,61,40,34,155,64,93,48,94,42,60,55,0,12,23,26,0,12,28,24,3,108.01,Suffolk County,Massachusetts
1500000US250250108021,693,141,0,12,0,12,7,12,22,20,18,20,38,32,151,83,151,63,101,61,59,33,119,85,0,12,24,26,3,6,1,108.02,Suffolk County,Massachusetts
1500000US250250108022,995,191,0,12,11,16,8,13,92,88,36,33,114,62,113,63,190,75,162,97,126,71,58,46,5,8,32,28,48,44,2,108.02,Suffolk County,Massachusetts
1500000US250250108023,333,82,0,12,0,12,0,12,36,43,26,25,24,23,8,13,79,40,84,50,46,35,30,32,0,12,0,12,0,12,3,108.02,Suffolk County,Massachusetts
1500000US250250201011,473,194,0,12,0,12,0,12,86,108,0,12,36,41,77,98,221,140,43,48,10,15,0,12,0,12,0,12,0,12,1,201.01,Suffolk County,Massachusetts
1500000US250250201012,531,219,18,29,0,12,0,12,69,101,0,12,17,28,157,112,120,121,78,83,55,51,0,12,0,12,0,12,17,27,2,201.01,Suffolk County,Massachusetts
1500000US250250201013,904,221,34,50,17,29,0,12,132,129,39,42,75,57,163,107,173,95,57,52,161,105,16,26,0,12,0,12,37,59,3,201.01,Suffolk County,Massachusetts
1500000US250250201014,923,275,0,12,0,12,21,33,48,45,228,161,19,24,99,86,262,215,181,95,51,45,0,12,0,12,6,10,8,12,4,201.01,Suffolk County,Massachusetts
1500000US250250202001,981,229,0,12,0,12,0,12,51,56,47,58,43,41,354,160,272,135,75,43,24,39,63,70,0,12,14,16,38,45,1,202,Suffolk County,Massachusetts
1500000US250250202002,933,160,0,12,14,23,18,27,0,12,96,69,94,79,143,71,177,78,209,106,120,67,23,28,0,12,6,10,33,33,2,202,Suffolk County,Massachusetts
1500000US250250202003,877,215,0,12,37,38,12,21,49,37,114,67,56,53,63,47,190,110,246,100,62,53,0,12,0,12,43,53,5,9,3,202,Suffolk County,Massachusetts
1500000US250250203011,34,38,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,21,12,22,11,22,1,203.01,Suffolk County,Massachusetts
1500000US250250203012,1397,207,60,84,30,28,18,21,155,79,186,130,201,91,185,88,231,86,207,85,58,34,31,24,0,12,0,12,35,28,2,203.01,Suffolk County,Massachusetts
1500000US250250203021,758,125,0,12,0,12,20,32,44,34,10,10,111,54,129,60,109,64,176,66,65,42,9,10,0,12,15,17,70,44,1,203.02,Suffolk County,Massachusetts
1500000US250250203031,696,149,0,12,10,16,9,15,0,12,62,45,75,57,83,43,266,115,93,48,39,32,23,24,0,12,18,21,18,20,1,203.03,Suffolk County,Massachusetts
1500000US250250203032,376,106,2,6,9,14,0,12,51,50,0,12,36,38,36,29,70,39,94,43,65,54,0,12,0,12,0,12,13,15,2,203.03,Suffolk County,Massachusetts
1500000US250250203033,694,173,39,47,15,22,0,12,18,20,8,14,86,51,155,125,133,70,111,54,58,47,21,24,10,15,24,38,16,20,3,203.03,Suffolk County,Massachusetts
1500000US250250301001,1112,230,0,12,20,22,0,12,42,37,161,124,98,69,95,74,227,102,305,143,62,58,55,70,7,11,11,16,29,24,1,301,Suffolk County,Massachusetts
1500000US250250301002,579,134,41,54,5,8,0,12,33,30,32,31,88,49,55,55,79,52,160,53,44,57,0,12,0,12,13,22,29,27,2,301,Suffolk County,Massachusetts
1500000US250250302001,1251,168,20,32,37,48,20,33,6,9,73,54,176,94,209,84,347,118,187,76,18,21,81,48,0,12,33,35,44,29,1,302,Suffolk County,Massachusetts
1500000US250250303001,1115,235,0,12,14,22,22,38,22,24,74,59,132,100,165,95,294,140,172,107,121,107,0,12,0,12,0,12,99,85,1,303,Suffolk County,Massachusetts
1500000US250250303002,714,263,19,44,38,88,7,12,0,12,59,56,121,138,27,29,144,101,201,105,28,32,17,27,0,12,8,17,45,50,2,303,Suffolk County,Massachusetts
1500000US250250303003,598,177,53,55,0,12,50,53,10,20,35,36,69,84,0,12,50,52,82,59,79,79,25,31,10,19,66,59,69,63,3,303,Suffolk County,Massachusetts
1500000US250250303004,539,175,0,12,0,12,13,22,50,76,10,17,47,70,89,72,126,81,65,70,101,84,0,12,0,12,24,28,14,23,4,303,Suffolk County,Massachusetts
1500000US250250304001,1075,231,21,22,13,20,22,25,29,46,61,34,88,58,156,65,184,69,241,162,173,73,19,20,0,12,10,16,58,47,1,304,Suffolk County,Massachusetts
1500000US250250304002,969,155,0,12,0,12,51,68,25,24,6,11,72,49,158,89,396,105,109,56,89,58,0,12,0,12,0,12,63,43,2,304,Suffolk County,Massachusetts
1500000US250250305001,331,79,0,12,0,12,0,12,50,39,10,15,29,31,33,27,66,37,58,36,31,22,54,52,0,12,0,12,0,12,1,305,Suffolk County,Massachusetts
1500000US250250305002,805,138,18,23,0,12,6,9,34,30,70,47,108,59,55,37,245,90,113,54,56,47,0,12,24,20,14,23,62,42,2,305,Suffolk County,Massachusetts
1500000US250250305003,703,172,0,12,18,30,13,19,9,15,53,58,170,96,49,33,127,63,167,56,75,41,0,12,22,30,0,12,0,12,3,305,Suffolk County,Massachusetts
1500000US250250401001,553,114,40,41,0,12,0,12,15,17,72,47,68,40,137,73,64,43,41,52,62,45,32,30,0,12,0,12,22,20,1,401,Suffolk County,Massachusetts
1500000US250250401002,1007,173,27,42,0,12,0,12,51,36,32,26,172,68,130,77,238,107,108,50,69,61,10,16,0,12,10,15,160,141,2,401,Suffolk County,Massachusetts
1500000US250250402001,231,121,0,12,33,43,0,12,19,23,41,45,29,32,8,12,10,14,0,12,12,13,0,12,0,12,52,47,27,32,1,402,Suffolk County,Massachusetts
1500000US250250402002,542,111,15,22,0,12,40,34,13,13,29,19,48,25,98,50,122,58,33,22,75,40,18,18,14,23,13,19,24,19,2,402,Suffolk County,Massachusetts
1500000US250250403001,262,110,0,12,12,22,8,13,0,12,33,49,12,18,11,17,111,87,29,47,24,27,0,12,13,21,9,14,0,12,1,403,Suffolk County,Massachusetts
1500000US250250403002,887,167,10,15,10,15,10,16,33,29,111,104,89,52,189,95,156,61,165,73,49,35,23,26,0,12,12,18,30,28,2,403,Suffolk County,Massachusetts
1500000US250250403003,394,93,9,15,0,12,28,27,10,15,49,35,56,35,41,33,106,58,78,60,0,12,9,15,0,12,8,14,0,12,3,403,Suffolk County,Massachusetts
1500000US250250403004,523,135,0,12,0,12,20,21,9,14,19,21,68,62,140,77,140,60,31,28,52,33,0,12,0,12,19,22,25,28,4,403,Suffolk County,Massachusetts
1500000US250250403005,439,99,0,12,0,12,20,23,28,26,10,15,97,60,103,60,81,44,40,30,23,34,0,12,10,17,0,12,27,25,5,403,Suffolk County,Massachusetts
1500000US250250404011,1069,188,30,38,55,65,87,59,43,52,48,31,115,67,73,51,339,171,103,46,78,66,28,46,31,33,0,12,39,47,1,404.01,Suffolk County,Massachusetts
1500000US250250404012,398,126,0,12,8,18,0,12,11,19,28,25,55,47,99,52,122,59,36,54,0,12,30,43,0,12,0,12,9,15,2,404.01,Suffolk County,Massachusetts
1500000US250250406001,873,175,0,12,0,12,9,13,84,59,36,36,114,63,237,98,179,75,43,28,51,37,54,49,0,12,30,20,36,29,1,406,Suffolk County,Massachusetts
1500000US250250406002,1348,258,11,15,0,12,43,35,82,52,173,90,240,107,104,55,345,152,226,105,31,27,29,28,28,28,23,25,13,20,2,406,Suffolk County,Massachusetts
1500000US250250408011,325,113,0,12,9,14,9,15,26,29,61,49,0,12,13,25,18,21,22,18,31,38,13,20,0,12,68,59,55,63,1,408.01,Suffolk County,Massachusetts
1500000US250250408012,339,159,33,52,0,12,0,12,4,8,10,17,25,26,5,8,35,42,20,22,44,38,14,16,41,37,102,86,6,8,2,408.01,Suffolk County,Massachusetts
1500000US250250408013,1478,191,0,12,9,15,26,35,99,57,102,52,159,77,244,100,441,149,184,88,118,53,32,29,19,22,19,23,26,25,3,408.01,Suffolk County,Massachusetts
1500000US250250501011,883,258,42,47,35,42,94,107,171,95,85,59,9,14,41,34,126,73,31,34,97,72,12,20,0,12,37,49,103,101,1,501.01,Suffolk County,Massachusetts
1500000US250250501012,550,175,10,16,0,12,10,16,58,94,47,44,93,74,29,25,53,43,14,20,36,34,0,12,6,12,41,47,153,102,2,501.01,Suffolk County,Massachusetts
1500000US250250501013,990,269,82,61,114,74,13,20,56,49,39,32,113,67,135,71,163,90,86,49,10,16,21,34,30,36,98,92,30,26,3,501.01,Suffolk County,Massachusetts
1500000US250250502001,1162,388,65,56,72,51,14,23,66,61,11,21,159,94,117,90,124,111,18,28,208,173,0,12,47,53,164,118,97,74,1,502,Suffolk County,Massachusetts
1500000US250250502002,682,228,22,24,0,12,14,23,85,56,36,41,38,39,24,29,106,110,95,84,67,57,45,50,51,53,63,63,36,44,2,502,Suffolk County,Massachusetts
1500000US250250502003,597,258,39,48,62,53,29,44,97,111,60,66,0,12,15,24,98,72,51,52,9,15,0,12,14,22,101,77,22,34,3,502,Suffolk County,Massachusetts
